english;spanish;french;italian;german;japanese;chinese
Leather Belt;;Ceinture en cuir;;Leder-Gürtel;レザーベルト;轻皮扣带
Piscine Belt;;Ceinture de nageur;;Fisch-Gürtel;モガピスカラング;莫伽海之扣带
Chainmail Belt;;Ceinture en maille;;Ketten-Gürtel;チェーンベルト;锁链扣带
Yukumo Obi;;Obi Yukumo;;Yukumo-Obi;ユクモノオビ;结云腰带
Loc Lac Kilt;;Kilt de Loc Lac;;Loc-Lac-Kilt;ロックラックコイル;洛克拉克腿甲
Hunter's Faulds;;Tasset. de chasseur;;Jäger-Beinzeug;ハンターフォールド;猎人腿甲
Hunter's Coat;;Taille de chasseur;;Jäger-Waffenrock;ハンターコート;猎人裙甲
Alloy Coil;;Ceinturon en alliage;;Legierungs-Hüftring;アロイコイル;合金腿甲
Alloy Coat;;Taille en alliage;;Legier-Waffenrock;アロイコート;合金裙甲
Bone Faulds;;Tassettes d'os;;Knochen-Beinzeug;ボーンフォールド;骨制腿甲
Bone Coat;;Taille d'os;;Knochen-Waffenrock;ボーンコート;骨制裙甲
Bnahabra Coil;;Ceinturon Bnahabra;;Bnahabra-Hüfring;ブナハコイル;飞甲虫腿甲
Bnahabra Coat;;Taille Bnahabra;;Bnahabra-Waffenrock;ブナハコート;飞甲虫裙甲
Rhenoplos Coil;;Ceinturon Rhenoplos;;Rhenoplos-Hüftring;リノプロコイル;草食龙腿甲
Rhenoplos Coat;;Taille Rhenoplos;;Rhenoplos-Waffenrock;リノプロコート;草食龙裙甲
Jaggi Faulds;;Tassettes Jaggi;;Jaggi-Beinzeug;ジャギィフォールド;狗龙腿甲
Jaggi Coat;;Taille Jaggi;;Jaggi-Waffenrock;ジャギィコート;狗龙裙甲
Arzuros Faulds;;Tassettes Arzuros;;Arzuros-Beinzeug;アシラフォールド;青熊兽腿甲
Arzuros Coat;;Taille Arzuros;;Arzuros-Waffenrock;アシラコート;青熊兽裙甲
Wroggi Faulds;;Tassettes Wroggi;;Wroggi-Beinzeug;フロギィフォールド;毒狗龙腿甲
Wroggi Coat;;Taille Wroggi;;Wroggi-Waffenrock;フロギィコート;毒狗龙裙甲
Qurupeco Coil;;Ceinturon Qurupeco;;Qurupeco-Hüftring;ペッココイル;彩鸟腿甲
Qurupeco Coat;;Taille Qurupeco;;Qurupeco-Waffenrock;ペッココート;彩鸟裙甲
Ludroth Faulds;;Tassettes Ludroth;;Ludroth-Beinzeug;ルドロスフォールド;水兽腿甲
Ludroth Coat;;Taille Ludroth;;Ludroth-Waffenrock;ルドロスコート;水兽裙甲
Baggi Coil;;Ceinturon Baggi;;Baggi-Hüftring;バギィコイル;眠狗龙腿甲
Baggi Coat;;Taille Baggi;;Baggi-Waffenrock;バギィコート;眠狗龙裙甲
Lagombi Faulds;;Tassettes Lagombi;;Lagombi-Beinzeug;ウルクフォールド;白兔兽腿甲
Lagombi Coat;;Taille Lagombi;;Lagombi-Waffenrock;ウルクコート;白兔兽裙甲
