name;hr;village;slots;gender;type;rarity;defense;fire;thunder;dragon;water;ice;skill_one;skill_one_points;skill_two;skill_two_points;skill_three;skill_three_points;skill_four;skill_four_points;skill_five;skill_five_points;material_one;amount_one;material_two;amount_two;material_three;amount_three;material_four;amount_four
Leather Trousers;1;1;0;0;0;1;1;-1;0;1;0;0;Gathering;1;Whim;3;;;;;;;Warm Pelt;2;;;;;;
Derring Trousers;1;1;0;0;0;1;1;2;0;1;0;0;Health;-2;Rec Speed;2;Mounting;4;;;;;Monster Bone S;1;;;;;;
Chainmail Trousers;1;1;1;0;0;1;4;2;-2;0;1;1;Health;2;Hunger;2;;;;;;;Iron Ore;2;Warm Pelt;1;;;;
Hunter's Greaves;1;1;0;0;1;1;6;0;-3;0;1;0;Combo Rate;1;Ranger;3;Poison;-2;;;;;Iron Ore;1;Earth Crystal;1;Monster Bone S;2;;
Hunter's Leggings;1;1;0;0;2;1;3;1;-2;1;2;1;Combo Rate;1;Ranger;3;Poison;-2;;;;;Iron Ore;1;Earth Crystal;1;Monster Bone S;2;;
Bone Greaves;1;3;1;0;1;1;7;1;-1;0;0;-2;KO;2;Maestro;4;;;;;;;Mystery Bone;2;Monster Bone M;1;Sharp Fang;1;;
Bone Leggings;1;3;1;0;2;1;4;2;0;1;1;-1;KO;2;Maestro;4;;;;;;;Mystery Bone;2;Monster Bone M;1;Sharp Fang;1;;
Alloy Greaves;1;1;0;0;1;1;8;-1;-2;0;1;-1;Torso Up;1;;;;;;;;;Machalite Ore;4;Earth Crystal;2;Iron Ore;2;;
Alloy Leggings;1;1;0;0;2;1;4;0;-1;1;2;0;Torso Up;1;;;;;;;;;Machalite Ore;4;Earth Crystal;2;Iron Ore;2;;
Loc Lac Boots;1;2;2;0;0;1;5;2;1;0;-3;0;Heat Res;2;Transportr;5;;;;;;;Steel Egg;1;Monster Fluid;1;Jaggi Scale;3;;
Bnahabra Boots;1;2;0;0;1;2;10;-4;2;2;-1;-1;Attack;-1;Status;3;Sheathing;2;Paralysis;2;;;Bnahabra Shell;2;Bnahabra Wing;3;Thunderbug;2;Glueglopper;2
Bnahabra Pants;1;2;0;0;2;2;5;-3;3;3;0;0;Attack;-1;Status;3;Sheathing;1;Paralysis;2;;;Bnahabra Shell;2;Bnahabra Wing;3;Thunderbug;2;Glueglopper;2
Rhenoplos Greaves;1;3;0;0;1;2;8;1;-1;1;-1;-1;KO;3;Stun;-1;Mud/Snow;3;;;;;Rhenoplos Shell;2;Monster Bone S;4;Iron Ore;2;;
Rhenoplos Leggings;1;3;0;0;2;2;4;2;0;2;0;0;KO;2;Stun;-1;Mud/Snow;3;;;;;Rhenoplos Shell;2;Monster Bone S;4;Iron Ore;2;;
Remobra Feet;3;-1;3;0;1;2;15;1;2;-3;-2;1;FreeElemnt;1;Blight Res;-2;Poison;1;;;;;Striped Skin;5;Rathalos Webbing;2;Killer Beetle;2;Vermin Coin;1
Remobra Tights;3;-1;3;0;2;2;8;2;3;-2;-1;2;FreeElemnt;1;Blight Res;-2;Poison;1;;;;;Striped Skin;5;Rathalos Webbing;2;Killer Beetle;2;Vermin Coin;1
Jaggi Greaves;1;2;1;0;1;2;10;-2;0;1;0;0;Sharpener;2;LastingPwr;-1;Stun;3;;;;;Jaggi Hide;4;Jaggi Scale;3;Monster Bone S;4;Machalite Ore;2
Jaggi Leggings;1;2;1;0;2;2;5;-1;1;2;1;1;Reload Spd;2;LastingPwr;-1;Stun;3;;;;;Jaggi Hide;4;Jaggi Scale;3;Monster Bone S;4;Machalite Ore;2
Genprey Greaves;2;3;1;0;1;2;12;1;-2;2;1;-3;Status;1;Paralysis;2;;;;;;;Gendrome Hide;2;Genprey Scale;2;Iron Ore;4;;
