english;spanish;french;italian;german;japanese;chinese
Leather Vest;Chaleco de cuero;Veste en cuir;Pettorina di cuoio;Leder-Weste;レザーベスト;
Derring Jacket;Chaqueta valerosa;Veste de bravoure;Giacca ardita;Wagemut-Jacke;ブレイブベスト;
Chainmail Vest;Chaleco de malla;Veste en maille;Pettorina di cotta;Ketten-Weste;チェーンベスト;
Hunter's Mail;Malla de cazador;Cotte de chasseur;Cotta cacciatore;Jäger-Panzer;ハンターメイル;
Hunter's Vest;Chaleco de cazador;Tunique de chasseur;Pettorina cacciatore;Jäger-Weste;ハンターレジスト;
Bone Mail;Malla de hueso;Cotte d'os;Cotta d'osso;Knochen-Panzer;ボーンメイル;
Bone Vest;Chaleco de hueso;Tunique d'os;Pettorina d'osso;Knochen-Weste;ボーンレジスト;
Alloy Mail;Malla de aleación;Cotte en alliage;Cotta in lega;Legierungs-Panzer;アロイメイル;
Alloy Vest;Chaleco de aleación;Tunique en alliage;Pettorina in lega;Legierungs-Weste;アロイレジスト;
Loc Lac Shawl;Manto de Loc Lac;Foulard de Loc Lac;Scialle Loc Lac;Loc-Lac-Tuch;ロックラックスーツ;
Bnahabra Suit;Traje de Bnahabra;Tenue Bnahabra;Abito Bnahabra;Bnahabra-Anzug;ブナハスーツ;
Bnahabra Vest;Chaleco de Bnahabra;Veste Bnahabra;Pettorina Bnahabra;Bnahabra-Weste;ブナハベスト;
Slagtoth Cloak;Capa de Slagtoth;Manteau Slagtoth;Mantello Slagtoth;Slagtoth-Überwurf;ズワロマント;
Slagtoth Wrap;Cubierta de Slagtoth;Cape Slagtoth;Scialle Slagtoth;Slagtoth-Umhang;ズワロケープ;
Rhenoplos Mail;Malla de Rhenoplos;Cotte Rhenoplos;Cotta Rhenoplos;Rhenoplos-Panzer;リノプロメイル;
Rhenoplos Vest;Chaleco de Rhenoplos;Tunique Rhenoplos;Pettorina Rhenoplos;Rhenoplos-Weste;リノプロレジスト;
Remobra Suit;Traje de Remobra;Plastron Remobra;Abito Remobra;Remobra-Gewand;ガブラスーツボディ;
Remobra Wear;Ropaje de Remobra;Vêtement Remobra;Capo Remobra;Remobra-Kleidung;ガブラスーツウェア;
Jaggi Mail;Malla de Jaggi;Cotte Jaggi;Cotta Jaggi;Jaggi-Panzer;ジャギィメイル;
Jaggi Vest;Chaleco de Jaggi;Tunique Jaggi;Pettorina Jaggi;Jaggi-Weste;ジャギィレジスト;
Genprey Mail;Malla de Genprey;Cotte Genprey;Cotta Genprey;Genprey-Panzer;ゲネポスメイル;
Genprey Vest;Chaleco de Genprey;Tunique Genprey;Pettorina Genprey;Genprey-Weste;ゲネポスレジスト;
Ioprey Mail;Malla de Ioprey;Cotte Ioprey;Cotta Ioprey;Ioprey-Panzer;イーオスメイル;
Ioprey Vest;Chaleco de Ioprey;Tunique Ioprey;Pettorina Ioprey;Ioprey-Weste;イーオスレジスト;
